Z,N,A,magicZ,magicN,Z_valence,N_valence,pair,jejari,permukaan,|N-Z|,EB
49,59,108,2,3,21,9,2,4.762203156,22.6785789,10,917.4871728
50,58,108,3,3,0,8,9,4.762203156,22.6785789,8,914.6549484
51,57,108,3,3,1,7,2,4.762203156,22.6785789,6,904.2479928
52,56,108,3,3,2,6,9,4.762203156,22.6785789,4,896.8019868
42,67,109,2,3,14,17,6,4.776856181,22.81835497,25,913.5743767
43,66,109,2,3,15,16,4,4.776856181,22.81835497,23,920.4155764
44,65,109,2,3,16,15,6,4.776856181,22.81835497,21,926.088852
45,64,109,2,3,17,14,4,4.776856181,22.81835497,19,929.5673036
46,63,109,2,3,18,13,6,4.776856181,22.81835497,17,931.3921925
47,62,109,2,3,19,12,4,4.776856181,22.81835497,15,931.7227895
48,61,109,2,3,20,11,6,4.776856181,22.81835497,13,930.7253414
49,60,109,2,3,21,10,4,4.776856181,22.81835497,11,927.9281943
50,59,109,3,3,0,9,6,4.776856181,22.81835497,9,923.2864947
51,58,109,3,3,1,8,4,4.776856181,22.81835497,7,916.1249549
52,57,109,3,3,2,7,6,4.776856181,22.81835497,5,906.8070245
53,56,109,3,3,3,6,4,4.776856181,22.81835497,3,895.9817876
42,68,110,2,3,14,18,9,4.791419857,22.95770425,26,919.52223
43,67,110,2,3,15,17,2,4.791419857,22.95770425,24,925.238633
44,66,110,2,3,16,16,9,4.791419857,22.95770425,22,933.494353
45,65,110,2,3,17,15,2,4.791419857,22.95770425,20,935.468061
46,64,110,2,3,18,14,9,4.791419857,22.95770425,18,940.18793
47,63,110,2,3,19,13,2,4.791419857,22.95770425,16,938.531979
48,62,110,2,3,20,12,9,4.791419857,22.95770425,14,940.640305
49,61,110,2,3,21,11,2,4.791419857,22.95770425,12,935.979957
50,60,110,3,3,0,10,9,4.791419857,22.95770425,10,934.569625
51,59,110,3,3,1,9,2,4.791419857,22.95770425,8,925.395031
52,58,110,3,3,2,8,9,4.791419857,22.95770425,6,919.39276
53,57,110,3,3,3,7,2,4.791419857,22.95770425,4,906.848437
54,56,110,3,3,4,6,9,4.791419857,22.95770425,2,897.520888
42,69,111,2,3,14,19,6,4.805895534,23.09663188,27,922.9975452
43,68,111,2,3,15,18,4,4.805895534,23.09663188,25,931.3000566
44,67,111,2,3,16,17,6,4.805895534,23.09663188,23,938.2783602
45,66,111,2,3,17,16,4,4.805895534,23.09663188,21,943.0145637
46,65,111,2,3,18,15,6,4.805895534,23.09663188,19,945.9142278
47,64,111,2,3,19,14,4,4.805895534,23.09663188,17,947.3614458
48,63,111,2,3,20,13,6,4.805895534,23.09663188,15,947.6158911
49,62,111,2,3,21,12,4,4.805895534,23.09663188,13,945.9733464
50,61,111,3,3,0,11,6,4.805895534,23.09663188,11,942.737541
51,60,111,3,3,1,10,4,4.805895534,23.09663188,9,936.8533533
52,59,111,3,3,2,9,6,4.805895534,23.09663188,7,928.8217485
53,58,111,3,3,3,8,4,4.805895534,23.09663188,5,919.4057073
43,69,112,2,3,15,19,2,4.820284528,23.23514293,26,935.6056304
44,68,112,2,3,16,18,9,4.820284528,23.23514293,24,945.1952272
45,67,112,2,3,17,17,2,4.820284528,23.23514293,22,948.5130592
46,66,112,2,3,18,16,9,4.820284528,23.23514293,20,954.320696
47,65,112,2,3,19,15,2,4.820284528,23.23514293,18,953.8010384
48,64,112,2,3,20,14,9,4.820284528,23.23514293,16,957.0098272
49,63,112,2,3,21,13,2,4.820284528,23.23514293,14,953.6427488
50,62,112,3,3,0,12,9,4.820284528,23.23514293,12,953.5253168
51,61,112,3,3,1,11,2,4.820284528,23.23514293,10,945.686896
52,60,112,3,3,2,10,9,4.820284528,23.23514293,8,940.8731024
53,59,112,3,3,3,9,2,4.820284528,23.23514293,6,929.5865712
54,58,112,3,3,4,8,9,4.820284528,23.23514293,4,921.7672352
43,70,113,2,3,15,20,4,4.834588127,23.37324236,27,941.2295676
44,69,113,2,3,16,19,6,4.834588127,23.37324236,25,949.5034841
45,68,113,2,3,17,18,4,4.834588127,23.37324236,23,955.6202645
46,67,113,2,3,18,17,6,4.834588127,23.37324236,21,959.6614835
47,66,113,2,3,19,16,4,4.834588127,23.37324236,19,962.315458
48,65,113,2,3,20,15,6,4.834588127,23.37324236,17,963.5495762
49,64,113,2,3,21,14,4,4.834588127,23.37324236,15,963.0910561
50,63,113,3,3,0,13,6,4.834588127,23.37324236,13,961.2697221
51,62,113,3,3,1,12,4,4.834588127,23.37324236,11,956.5762106
52,61,113,3,3,2,11,6,4.834588127,23.37324236,9,949.7239358
53,60,113,3,3,3,10,4,4.834588127,23.37324236,7,941.7140664
54,59,113,3,3,4,9,6,4.834588127,23.37324236,5,932.0158301
55,58,113,3,3,5,8,4,4.834588127,23.37324236,3,920.794399
44,70,114,2,3,16,20,9,4.848807586,23.510935,26,955.9282014
45,69,114,2,3,17,19,2,4.848807586,23.510935,24,960.6349194
46,68,114,2,3,18,18,9,4.848807586,23.510935,22,967.6326384
47,67,114,2,3,19,17,2,4.848807586,23.510935,20,968.2907604
48,66,114,2,3,20,16,9,4.848807586,23.510935,18,972.592539
49,65,114,2,3,21,15,2,4.848807586,23.510935,16,970.3650588
50,64,114,3,3,0,14,9,4.848807586,23.510935,14,971.5726494
51,63,114,3,3,1,13,2,4.848807586,23.510935,12,964.7271774
52,62,114,3,3,2,12,9,4.848807586,23.510935,10,961.337889
53,61,114,3,3,3,11,2,4.848807586,23.510935,8,951.304806
54,60,114,3,3,4,10,9,4.848807586,23.510935,6,944.9694156
55,59,114,3,3,5,9,2,4.848807586,23.510935,4,931.7871054
56,58,114,3,3,6,8,9,4.848807586,23.510935,2,922.224261
44,71,115,2,3,16,21,6,4.862944131,23.64822562,27,959.88361
45,70,115,2,3,17,20,4,4.862944131,23.64822562,25,967.225187
46,69,115,2,3,18,19,6,4.862944131,23.64822562,23,972.639433
47,68,115,2,3,19,18,4,4.862944131,23.64822562,21,976.4138595
48,67,115,2,3,20,17,6,4.862944131,23.64822562,19,978.733398
49,66,115,2,3,21,16,4,4.862944131,23.64822562,17,979.402928
50,65,115,3,3,0,15,6,4.862944131,23.64822562,15,979.118073
51,64,115,3,3,1,14,4,4.862944131,23.64822562,13,975.305294
52,63,115,3,3,2,13,6,4.862944131,23.64822562,11,969.582296
53,62,115,3,3,3,12,4,4.862944131,23.64822562,9,963.0749865
54,61,115,3,3,4,11,6,4.862944131,23.64822562,7,954.611596
44,72,116,2,3,16,22,9,4.876998961,23.78511887,28,965.918544
45,71,116,2,3,17,21,2,4.876998961,23.78511887,26,971.8030268
46,70,116,2,3,18,20,9,4.876998961,23.78511887,24,980.115958
47,69,116,2,3,19,19,2,4.876998961,23.78511887,22,982.0452468
48,68,116,2,3,20,18,9,4.876998961,23.78511887,20,987.4327276
49,67,116,2,3,21,17,2,4.876998961,23.78511887,18,986.1876532
50,66,116,3,3,0,16,9,4.876998961,23.78511887,16,988.6815256
51,65,116,3,3,1,15,2,4.876998961,23.78511887,14,983.1952128
52,64,116,3,3,2,14,9,4.876998961,23.78511887,12,980.854646
53,63,116,3,3,3,13,2,4.876998961,23.78511887,10,972.2291528
54,62,116,3,3,4,12,9,4.876998961,23.78511887,8,967.073034
45,72,117,2,3,17,22,4,4.890973247,23.9216193,27,978.0353622
46,71,117,2,3,18,21,6,4.890973247,23.9216193,25,984.7801431
47,70,117,2,3,19,20,4,4.890973247,23.9216193,23,989.7558255
48,69,117,2,3,20,19,6,4.890973247,23.9216193,21,993.209958
49,68,117,2,3,21,18,4,4.890973247,23.9216193,19,994.9522401
50,67,117,3,3,0,17,6,4.890973247,23.9216193,17,995.624604
51,66,117,3,3,1,16,4,4.890973247,23.9216193,15,993.0840777
52,65,117,3,3,2,15,6,4.890973247,23.9216193,13,988.7576751
53,64,117,3,3,3,14,4,4.890973247,23.9216193,11,983.3183919
54,63,117,3,3,4,13,6,4.890973247,23.9216193,9,976.2828192
55,62,117,3,3,5,12,4,4.890973247,23.9216193,7,967.8082284
45,73,118,2,3,17,23,2,4.904868132,24.05773139,28,982.0967602
46,72,118,2,3,18,22,9,4.904868132,24.05773139,26,991.8159246
47,71,118,2,3,19,21,2,4.904868132,24.05773139,24,995.19902
48,70,118,2,3,20,20,9,4.904868132,24.05773139,22,1001.56453
49,69,118,2,3,21,19,2,4.904868132,24.05773139,20,1001.308706
50,68,118,3,3,0,18,9,4.904868132,24.05773139,18,1004.951024
51,67,118,3,3,1,17,2,4.904868132,24.05773139,16,1000.512041
52,66,118,3,3,2,16,9,4.904868132,24.05773139,14,999.424246
53,65,118,3,3,3,15,2,4.904868132,24.05773139,12,991.9221954
54,64,118,3,3,4,14,9,4.904868132,24.05773139,10,988.2478642
55,63,118,3,3,5,13,2,4.904868132,24.05773139,8,977.7958254
45,74,119,2,3,17,24,4,4.918684734,24.19345952,29,988.1040407
46,73,119,2,3,18,23,6,4.918684734,24.19345952,27,995.9061686
47,72,119,2,3,19,22,4,4.918684734,24.19345952,25,1002.362299
48,71,119,2,3,20,21,6,4.918684734,24.19345952,23,1006.911134
49,70,119,2,3,21,20,4,4.918684734,24.19345952,21,1009.850505
50,69,119,3,3,0,19,6,4.918684734,24.19345952,19,1011.434479
51,68,119,3,3,1,18,4,4.918684734,24.19345952,17,1010.062694
52,67,119,3,3,2,17,6,4.918684734,24.19345952,15,1006.987342
53,66,119,3,3,3,16,4,4.918684734,24.19345952,13,1002.800196
54,65,119,3,3,4,15,6,4.918684734,24.19345952,11,997.034598
55,64,119,3,3,5,14,4,4.918684734,24.19345952,9,989.7628293
46,74,120,2,3,18,24,9,4.932424149,24.32880798,28,1002.849804
47,73,120,2,3,19,23,2,4.932424149,24.32880798,26,1007.439372
48,72,120,2,3,20,22,9,4.932424149,24.32880798,24,1014.96288
49,71,120,2,3,21,21,2,4.932424149,24.32880798,22,1015.9509
50,70,120,3,3,0,20,9,4.932424149,24.32880798,20,1020.53856
51,69,120,3,3,1,19,2,4.932424149,24.32880798,18,1017.0756
52,68,120,3,3,2,18,9,4.932424149,24.32880798,16,1017.238284
53,67,120,3,3,3,17,2,4.932424149,24.32880798,14,1010.84094
54,66,120,3,3,4,16,9,4.932424149,24.32880798,12,1008.483864
55,65,120,3,3,5,15,2,4.932424149,24.32880798,10,999.417732
46,75,121,2,3,18,25,6,4.946087443,24.463781,29,1006.823866
47,74,121,2,3,19,24,4,4.946087443,24.463781,27,1014.262003
48,73,121,2,3,20,23,6,4.946087443,24.463781,25,1020.150661
49,72,121,2,3,21,22,4,4.946087443,24.463781,23,1024.129081
50,71,121,3,3,0,21,6,4.946087443,24.463781,21,1026.708764
51,70,121,3,3,1,20,4,4.946087443,24.463781,19,1026.328945
52,69,121,3,3,2,19,6,4.946087443,24.463781,17,1024.490556
53,68,121,3,3,3,18,4,4.946087443,24.463781,15,1021.410743
54,67,121,3,3,4,17,6,4.946087443,24.463781,13,1016.863745
55,66,121,3,3,5,16,4,4.946087443,24.463781,11,1010.702739
46,76,122,2,3,18,26,9,4.959675664,24.59838269,30,1013.329011
47,75,122,2,3,19,25,2,4.959675664,24.59838269,28,1019.03661
48,74,122,2,3,20,24,9,4.959675664,24.59838269,26,1027.760537
49,73,122,2,3,21,23,2,4.959675664,24.59838269,24,1029.937164
50,72,122,3,3,0,22,9,4.959675664,24.59838269,22,1035.52341
51,71,122,3,3,1,21,2,4.959675664,24.59838269,20,1033.135308
52,70,122,3,3,2,20,9,4.959675664,24.59838269,18,1034.332043
53,69,122,3,3,3,19,2,4.959675664,24.59838269,16,1029.315696
54,68,122,3,3,4,18,9,4.959675664,24.59838269,14,1027.809057
55,67,122,3,3,5,17,2,4.959675664,24.59838269,12,1019.816483
56,66,122,3,3,6,16,9,4.959675664,24.59838269,10,1015.498317
47,76,123,2,3,19,26,4,4.973189833,24.73261712,29,1025.570396
48,75,123,2,3,20,25,6,4.973189833,24.73261712,27,1032.633647
49,74,123,2,3,21,24,4,4.973189833,24.73261712,25,1037.866153
50,73,123,3,3,0,23,6,4.973189833,24.73261712,23,1041.46945
51,72,123,3,3,1,22,4,4.973189833,24.73261712,21,1042.095311
52,71,123,3,3,2,21,6,4.973189833,24.73261712,19,1041.261051
53,70,123,3,3,3,20,4,4.973189833,24.73261712,17,1039.250321
54,69,123,3,3,4,19,6,4.973189833,24.73261712,15,1035.77364
55,68,123,3,3,5,18,4,4.973189833,24.73261712,13,1030.786691
56,67,123,3,3,6,17,6,4.973189833,24.73261712,11,1024.615658
48,76,124,2,3,20,26,9,4.986630952,24.86648825,28,1039.99022
49,75,124,2,3,21,25,2,4.986630952,24.86648825,26,1043.376213
50,74,124,3,3,0,24,9,4.986630952,24.86648825,24,1049.957563
51,73,124,3,3,1,23,2,4.986630952,24.86648825,22,1048.562811
52,72,124,3,3,2,22,9,4.986630952,24.86648825,20,1050.685542
53,71,124,3,3,3,21,2,4.986630952,24.86648825,18,1046.743607
54,70,124,3,3,4,20,9,4.986630952,24.86648825,16,1046.264111
55,69,124,3,3,5,19,2,4.986630952,24.86648825,14,1039.555414
56,68,124,3,3,6,18,9,4.986630952,24.86648825,12,1036.121792
57,67,124,3,3,7,17,2,4.986630952,24.86648825,10,1026.508282
48,77,125,2,3,20,27,6,5,25,29,1044.710188
49,76,125,2,3,21,26,4,5,25,27,1050.992063
50,75,125,3,3,0,25,6,5,25,25,1055.691063
51,74,125,3,3,1,24,4,5,25,23,1057.27015
52,73,125,3,3,2,23,6,5,25,21,1057.254513
53,72,125,3,3,3,22,4,5,25,19,1056.286388
54,71,125,3,3,4,21,6,5,25,17,1053.867375
55,70,125,3,3,5,20,4,5,25,15,1049.975413
56,69,125,3,3,6,19,6,5,25,13,1044.7723
57,68,125,3,3,7,18,4,5,25,11,1038.080475
48,78,126,2,3,20,28,9,5.013297935,25.13315618,30,1051.689152
49,77,126,2,3,21,27,2,5.013297935,25.13315618,28,1056.460444
50,76,126,3,3,0,26,9,5.013297935,25.13315618,26,1063.88386
51,75,126,3,3,1,25,2,5.013297935,25.13315618,24,1063.479514
52,74,126,3,3,2,24,9,5.013297935,25.13315618,22,1066.368202
53,73,126,3,3,3,23,2,5.013297935,25.13315618,20,1063.432175
54,72,126,3,3,4,22,9,5.013297935,25.13315618,18,1063.885725
55,71,126,3,3,5,21,2,5.013297935,25.13315618,16,1058.30768
56,70,126,3,3,6,20,9,5.013297935,25.13315618,14,1055.844556
57,69,126,3,3,7,19,2,5.013297935,25.13315618,12,1047.365777
58,68,126,3,3,8,18,9,5.013297935,25.13315618,10,1042.430521
48,79,127,2,3,20,29,6,5.026525695,25.26596057,31,1056.245932
49,78,127,2,3,21,28,4,5.026525695,25.26596057,29,1063.602292
50,77,127,3,3,0,27,6,5.026525695,25.26596057,27,1069.409621
51,76,127,3,3,1,26,4,5.026525695,25.26596057,25,1071.855997
52,75,127,3,3,2,25,6,5.026525695,25.26596057,23,1072.655843
53,74,127,3,3,3,24,4,5.026525695,25.26596057,21,1072.576214
54,73,127,3,3,4,23,6,5.026525695,25.26596057,19,1071.131538
55,72,127,3,3,5,22,4,5.026525695,25.26596057,17,1068.268336
56,71,127,3,3,6,21,6,5.026525695,25.26596057,15,1064.063912
57,70,127,3,3,7,20,4,5.026525695,25.26596057,13,1058.359732
58,69,127,3,3,8,19,6,5.026525695,25.26596057,11,1051.660609
48,80,128,2,3,20,30,9,5.0396842,25.39841683,32,1062.814298
49,79,128,2,3,21,29,2,5.0396842,25.39841683,30,1068.983821
50,78,128,3,3,0,28,9,5.0396842,25.39841683,28,1077.372787
51,77,128,3,3,1,27,2,5.0396842,25.39841683,26,1077.858867
52,76,128,3,3,2,26,9,5.0396842,25.39841683,24,1081.440461
53,75,128,3,3,3,25,2,5.0396842,25.39841683,22,1079.402355
54,74,128,3,3,4,24,9,5.0396842,25.39841683,20,1080.742502
55,73,128,3,3,5,23,2,5.0396842,25.39841683,18,1076.031398
56,72,128,3,3,6,22,9,5.0396842,25.39841683,16,1074.686438
57,71,128,3,3,7,21,2,5.0396842,25.39841683,14,1067.160371
58,70,128,3,3,8,20,9,5.0396842,25.39841683,12,1063.286515
59,69,128,3,3,9,19,2,5.0396842,25.39841683,10,1053.301005
48,81,129,2,3,20,31,6,5.052774347,25.5305286,33,1066.769512
49,80,129,2,3,21,30,4,5.052774347,25.5305286,31,1075.699911
50,79,129,3,3,0,29,6,5.052774347,25.5305286,29,1082.673277
51,78,129,3,3,1,28,4,5.052774347,25.5305286,27,1085.929714
52,77,129,3,3,2,27,6,5.052774347,25.5305286,25,1087.522864
53,76,129,3,3,3,26,4,5.052774347,25.5305286,23,1088.242813
54,75,129,3,3,4,25,6,5.052774347,25.5305286,21,1087.649362
55,74,129,3,3,5,24,4,5.052774347,25.5305286,19,1085.669999
56,73,129,3,3,6,23,6,5.052774347,25.5305286,17,1082.449462
57,72,129,3,3,7,22,4,5.052774347,25.5305286,15,1077.929792
58,71,129,3,3,8,21,6,5.052774347,25.5305286,13,1072.111402
59,70,129,3,3,9,20,4,5.052774347,25.5305286,11,1064.815123
48,82,130,2,4,20,0,9,5.065797019,25.66229944,34,1072.836284
49,81,130,2,3,21,31,2,5.065797019,25.66229944,32,1080.84288
50,80,130,3,3,0,30,9,5.065797019,25.66229944,30,1090.28621
51,79,130,3,3,1,29,2,5.065797019,25.66229944,28,1091.657333
52,78,130,3,3,2,28,9,5.065797019,25.66229944,26,1095.942263
53,77,130,3,3,3,27,2,5.065797019,25.66229944,24,1094.743143
54,76,130,3,3,4,26,9,5.065797019,25.66229944,22,1096.905082
55,75,130,3,3,5,25,2,5.065797019,25.66229944,20,1093.142024
56,74,130,3,3,6,24,9,5.065797019,25.66229944,18,1092.71669
57,73,130,3,3,7,23,2,5.065797019,25.66229944,16,1086.304947
58,72,130,3,3,8,22,9,5.065797019,25.66229944,14,1083.318132
59,71,130,3,3,9,21,2,5.065797019,25.66229944,12,1074.288345
60,70,130,3,3,10,20,9,5.065797019,25.66229944,10,1068.926768
48,83,131,2,4,20,1,6,5.078753078,25.79373283,35,1075.001772
49,82,131,2,4,21,0,4,5.078753078,25.79373283,33,1087.032026
50,81,131,3,3,0,31,6,5.078753078,25.79373283,31,1095.489897
51,80,131,3,3,1,30,4,5.078753078,25.79373283,29,1099.424378
52,79,131,3,3,2,29,6,5.078753078,25.79373283,27,1101.871641
53,78,131,3,3,3,28,4,5.078753078,25.79373283,25,1103.320999
54,77,131,3,3,4,27,6,5.078753078,25.79373283,23,1103.509508
55,76,131,3,3,5,26,4,5.078753078,25.79373283,21,1102.369153
56,75,131,3,3,6,25,6,5.078753078,25.79373283,19,1100.210194
57,74,131,3,3,7,24,4,5.078753078,25.79373283,17,1096.518156
58,73,131,3,3,8,23,6,5.078753078,25.79373283,15,1091.674994
59,72,131,3,3,9,22,4,5.078753078,25.79373283,13,1085.484851
60,71,131,3,3,10,21,6,5.078753078,25.79373283,11,1078.16989
48,84,132,2,4,20,2,9,5.09164337,25.9248322,36,1078.326757
49,83,132,2,4,21,1,2,5.09164337,25.9248322,34,1089.490538
50,82,132,3,4,0,0,9,5.09164337,25.9248322,32,1102.843183
51,81,132,3,3,1,31,2,5.09164337,25.9248322,30,1105.149566
52,80,132,3,3,2,30,9,5.09164337,25.9248322,28,1109.920139
53,79,132,3,3,3,29,2,5.09164337,25.9248322,26,1109.65309
54,78,132,3,3,4,28,9,5.09164337,25.9248322,24,1112.446223
55,77,132,3,3,5,27,2,5.09164337,25.9248322,22,1109.53759
56,76,132,3,3,6,26,9,5.09164337,25.9248322,20,1110.03746
57,75,132,3,3,7,25,2,5.09164337,25.9248322,18,1104.543779
58,74,132,3,3,8,24,9,5.09164337,25.9248322,16,1102.506544
59,73,132,3,3,9,23,2,5.09164337,25.9248322,14,1094.482976
60,72,132,3,3,10,22,9,5.09164337,25.9248322,12,1089.898973
50,83,133,3,4,0,1,6,5.104468722,26.05560093,33,1105.241837
51,82,133,3,4,1,0,4,5.104468722,26.05560093,31,1112.509117
52,81,133,3,3,2,31,6,5.104468722,26.05560093,29,1115.740392
53,80,133,3,3,3,30,4,5.104468722,26.05560093,27,1117.878207
54,79,133,3,3,4,29,6,5.104468722,26.05560093,25,1118.882144
55,78,133,3,3,5,28,4,5.104468722,26.05560093,23,1118.527154
56,77,133,3,3,6,27,6,5.104468722,26.05560093,21,1117.227385
57,76,133,3,3,7,26,4,5.104468722,26.05560093,19,1114.38592
58,75,133,3,3,8,25,6,5.104468722,26.05560093,17,1110.527403
59,74,133,3,3,9,24,4,5.104468722,26.05560093,15,1105.26442
60,73,133,3,3,10,23,6,5.104468722,26.05560093,13,1098.876856
61,72,133,3,3,11,22,4,5.104468722,26.05560093,11,1091.169785
50,84,134,3,4,0,2,9,5.117229947,26.18604233,34,1108.873035
51,83,134,3,4,1,1,2,5.117229947,26.18604233,32,1115.675933
52,82,134,3,4,2,0,9,5.117229947,26.18604233,30,1123.408323
53,81,134,3,3,3,31,2,5.117229947,26.18604233,28,1124.135675
54,80,134,3,3,4,30,9,5.117229947,26.18604233,26,1127.43572
55,79,134,3,3,5,29,2,5.117229947,26.18604233,24,1125.418698
56,78,134,3,3,6,28,9,5.117229947,26.18604233,22,1126.695195
57,77,134,3,3,7,27,2,5.117229947,26.18604233,20,1122.181499
58,76,134,3,3,8,26,9,5.117229947,26.18604233,18,1121.013394
59,75,134,3,3,9,25,2,5.117229947,26.18604233,16,1113.926148
60,74,134,3,3,10,24,9,5.117229947,26.18604233,14,1110.262239
61,73,134,3,3,11,23,2,5.117229947,26.18604233,12,1100.597355
50,85,135,3,4,0,3,6,5.12992784,26.31615964,35,1111.14284
51,84,135,3,4,1,2,4,5.12992784,26.31615964,33,1119.418569
52,83,135,3,4,2,1,6,5.12992784,26.31615964,31,1126.674684
53,82,135,3,4,3,0,4,5.12992784,26.31615964,29,1131.942722
54,81,135,3,3,4,31,6,5.12992784,26.31615964,27,1133.794571
55,80,135,3,3,5,30,4,5.12992784,26.31615964,25,1134.180806
56,79,135,3,3,6,29,6,5.12992784,26.31615964,23,1133.667158
57,78,135,3,3,7,28,4,5.12992784,26.31615964,21,1131.677622
58,77,135,3,3,8,27,6,5.12992784,26.31615964,19,1128.868124
59,76,135,3,3,9,26,4,5.12992784,26.31615964,17,1124.405334
60,75,135,3,3,10,25,6,5.12992784,26.31615964,15,1118.900736
61,74,135,3,3,11,24,4,5.12992784,26.31615964,13,1111.967096
51,85,136,3,4,1,3,2,5.142563181,26.44595607,34,1122.306449
52,84,136,3,4,2,2,9,5.142563181,26.44595607,32,1131.442494
53,83,136,3,4,3,1,2,5.142563181,26.44595607,30,1135.780091
54,82,136,3,4,4,0,9,5.142563181,26.44595607,28,1141.88169
55,81,136,3,3,5,31,2,5.142563181,26.44595607,26,1141.009033
56,80,136,3,3,6,30,9,5.142563181,26.44595607,24,1142.774898
57,79,136,3,3,7,29,2,5.142563181,26.44595607,22,1139.142963
58,78,136,3,3,8,28,9,5.142563181,26.44595607,20,1138.831686
59,77,136,3,3,9,27,2,5.142563181,26.44595607,18,1132.88121
60,76,136,3,3,10,26,9,5.142563181,26.44595607,16,1129.957727
61,75,136,3,3,11,25,2,5.142563181,26.44595607,14,1121.146015
62,74,136,3,3,12,24,9,5.142563181,26.44595607,12,1116.004644
51,86,137,3,4,1,4,4,5.155136735,26.57543476,35,1125.931267
52,85,137,3,4,2,3,6,5.155136735,26.57543476,33,1134.392291
53,84,137,3,4,3,2,4,5.155136735,26.57543476,31,1140.662452
54,83,137,3,4,4,1,6,5.155136735,26.57543476,29,1145.907251
55,82,137,3,4,5,0,4,5.155136735,26.57543476,27,1149.28726
56,81,137,3,3,6,31,6,5.155136735,26.57543476,25,1149.680546
57,80,137,3,3,7,30,4,5.155136735,26.57543476,23,1148.317656
58,79,137,3,3,8,29,6,5.155136735,26.57543476,21,1146.313209
59,78,137,3,3,9,28,4,5.155136735,26.57543476,19,1142.813914
60,77,137,3,3,10,27,6,5.155136735,26.57543476,17,1138.41372
61,76,137,3,3,11,26,4,5.155136735,26.57543476,15,1132.120269
62,75,137,3,3,12,25,6,5.155136735,26.57543476,13,1125.25672
63,74,137,3,3,13,24,4,5.155136735,26.57543476,11,1116.628611
52,86,138,3,4,2,4,9,5.167649252,26.7045988,34,1138.855847
53,85,138,3,4,3,3,2,5.167649252,26.7045988,32,1144.35741
54,84,138,3,4,4,2,9,5.167649252,26.7045988,30,1151.567399
55,83,138,3,4,5,1,2,5.167649252,26.7045988,28,1153.699831
56,82,138,3,4,6,0,9,5.167649252,26.7045988,26,1158.292264
57,81,138,3,3,7,31,2,5.167649252,26.7045988,24,1155.761523
58,80,138,3,3,8,30,9,5.167649252,26.7045988,22,1156.03163
59,79,138,3,3,9,29,2,5.167649252,26.7045988,20,1150.812291
60,78,138,3,3,10,28,9,5.167649252,26.7045988,18,1148.918255
61,77,138,3,3,11,27,2,5.167649252,26.7045988,16,1141.0331
62,76,138,3,3,12,26,9,5.167649252,26.7045988,14,1136.834147
63,75,138,3,3,13,25,2,5.167649252,26.7045988,12,1126.303712
52,87,139,3,4,2,5,6,5.180101467,26.83345121,35,1141.436252
53,86,139,3,4,3,4,4,5.180101467,26.83345121,33,1148.91979
54,85,139,3,4,4,3,6,5.180101467,26.83345121,31,1155.311066
55,84,139,3,4,5,2,4,5.180101467,26.83345121,29,1159.585218
56,83,139,3,4,6,1,6,5.180101467,26.83345121,27,1163.015697
57,82,139,3,4,7,0,4,5.180101467,26.83345121,25,1164.541819
58,81,139,3,3,8,31,6,5.180101467,26.83345121,23,1163.49483
59,80,139,3,3,9,30,4,5.180101467,26.83345121,21,1160.583391
60,79,139,3,3,10,29,6,5.180101467,26.83345121,19,1156.989324
61,78,139,3,3,11,28,4,5.180101467,26.83345121,17,1151.691075
62,77,139,3,3,12,27,6,5.180101467,26.83345121,15,1145.787925
63,76,139,3,3,13,26,4,5.180101467,26.83345121,13,1138.023399
52,88,140,3,4,2,6,9,5.192494102,26.961995,36,1145.669938
53,87,140,3,4,3,5,2,5.192494102,26.961995,34,1152.12636
54,86,140,3,4,4,4,9,5.192494102,26.961995,32,1160.72425
55,85,140,3,4,5,3,2,5.192494102,26.961995,30,1164.005178
56,84,140,3,4,6,2,9,5.192494102,26.961995,28,1169.441
57,83,140,3,4,7,1,2,5.192494102,26.961995,26,1169.702814
58,82,140,3,4,8,0,9,5.192494102,26.961995,24,1172.68263
59,81,140,3,3,9,31,2,5.192494102,26.961995,22,1168.512282
60,80,140,3,3,10,30,9,5.192494102,26.961995,20,1167.30096
61,79,140,3,3,11,29,2,5.192494102,26.961995,18,1160.473412
62,78,140,3,3,12,28,9,5.192494102,26.961995,16,1156.934954
63,77,140,3,3,13,27,2,5.192494102,26.961995,14,1147.68262
64,76,140,3,3,14,26,9,5.192494102,26.961995,12,1141.696598
53,88,141,3,4,3,6,4,5.204827863,27.09023309,35,1156.518124
54,87,141,3,4,4,5,6,5.204827863,27.09023309,33,1164.006423
55,86,141,3,4,5,4,4,5.204827863,27.09023309,31,1169.504111
56,85,141,3,4,6,3,6,5.204827863,27.09023309,29,1173.976913
57,84,141,3,4,7,2,4,5.204827863,27.09023309,27,1176.391905
58,83,141,3,4,8,1,6,5.204827863,27.09023309,25,1178.11078
59,82,141,3,4,9,0,4,5.204827863,27.09023309,23,1177.911913
60,81,141,3,3,10,31,6,5.204827863,27.09023309,21,1175.306543
61,80,141,3,3,11,30,4,5.204827863,27.09023309,19,1170.855611
62,79,141,3,3,12,29,6,5.204827863,27.09023309,17,1165.484286
63,78,141,3,3,13,28,4,5.204827863,27.09023309,15,1158.693627
64,77,141,3,3,14,27,6,5.204827863,27.09023309,13,1151.209869
65,76,141,3,3,15,26,4,5.204827863,27.09023309,11,1141.74413
