Z,N,A,magicZ,magicN,Z_valence,N_valence,pair,jejari,permukaan,|N-Z|,EB
53,89,142,3,4,3,7,2,5.217103446,27.21816837,36,1159.465741
54,88,142,3,4,4,6,9,5.217103446,27.21816837,34,1169.110069
55,87,142,3,4,5,5,2,5.217103446,27.21816837,32,1173.612633
56,86,142,3,4,6,4,9,5.217103446,27.21816837,30,1180.157996
57,85,142,3,4,7,3,2,5.217103446,27.21816837,28,1181.557335
58,84,142,3,4,8,2,9,5.217103446,27.21816837,26,1185.28394
59,83,142,3,4,9,1,2,5.217103446,27.21816837,24,1183.755054
60,82,142,3,4,10,0,9,5.217103446,27.21816837,22,1185.136402
61,81,142,3,3,11,31,2,5.217103446,27.21816837,20,1179.545535
62,80,142,3,3,12,30,9,5.217103446,27.21816837,18,1176.603579
63,79,142,3,3,13,29,2,5.217103446,27.21816837,16,1168.148232
64,78,142,3,3,14,28,9,5.217103446,27.21816837,14,1163.01648
54,89,143,3,4,4,7,6,5.229321532,27.34580368,35,1172.154627
55,88,143,3,4,5,6,4,5.229321532,27.34580368,33,1178.84491
56,87,143,3,4,6,5,6,5.229321532,27.34580368,31,1184.324255
57,86,143,3,4,7,4,4,5.229321532,27.34580368,29,1187.776175
58,85,143,3,4,8,3,6,5.229321532,27.34580368,27,1190.42874
59,84,143,3,4,9,2,4,5.229321532,27.34580368,25,1191.108204
60,83,143,3,4,10,1,6,5.229321532,27.34580368,23,1191.25997
61,82,143,3,4,11,0,4,5.229321532,27.34580368,21,1189.435976
62,81,143,3,3,12,31,6,5.229321532,27.34580368,19,1185.210098
63,80,143,3,3,13,30,4,5.229321532,27.34580368,17,1179.151931
65,78,143,3,3,15,28,4,5.229321532,27.34580368,13,1163.765117
66,77,143,3,3,16,27,6,5.229321532,27.34580368,11,1154.732536
54,90,144,3,4,4,8,9,5.241482788,27.47314182,36,1176.895368
55,89,144,3,4,5,7,2,5.241482788,27.47314182,34,1182.512074
56,88,144,3,4,6,6,9,5.241482788,27.47314182,32,1190.225506
57,87,144,3,4,7,5,2,5.241482788,27.47314182,30,1192.525675
58,86,144,3,4,8,4,9,5.241482788,27.47314182,28,1197.325613
59,85,144,3,4,9,3,2,5.241482788,27.47314182,26,1196.861918
60,84,144,3,4,10,2,9,5.241482788,27.47314182,24,1199.077013
61,83,144,3,4,11,1,2,5.241482788,27.47314182,22,1195.962754
62,82,144,3,4,12,0,9,5.241482788,27.47314182,20,1195.72992
63,81,144,3,3,13,31,2,5.241482788,27.47314182,18,1188.601114
64,80,144,3,3,14,30,9,5.241482788,27.47314182,16,1183.959101
65,79,144,3,3,15,29,2,5.241482788,27.47314182,14,1173.785429
66,78,144,3,3,16,28,9,5.241482788,27.47314182,12,1167.204989
67,77,144,3,3,17,27,2,5.241482788,27.47314182,10,1154.462069
54,91,145,3,4,4,9,6,5.253587872,27.60018553,37,1179.587717
55,90,145,3,4,5,8,4,5.253587872,27.60018553,35,1187.366459
56,89,145,3,4,6,7,6,5.253587872,27.60018553,33,1194.04587
57,88,145,3,4,7,6,4,5.253587872,27.60018553,31,1198.582659
58,87,145,3,4,8,5,6,5.253587872,27.60018553,29,1202.032049
59,86,145,3,4,9,4,4,5.253587872,27.60018553,27,1203.808633
60,85,145,3,4,10,3,6,5.253587872,27.60018553,25,1204.832304
61,84,145,3,4,11,2,4,5.253587872,27.60018553,23,1203.885454
62,83,145,3,4,12,1,6,5.253587872,27.60018553,21,1202.487016
63,82,145,3,4,13,0,4,5.253587872,27.60018553,19,1199.044788
64,81,145,3,3,14,31,6,5.253587872,27.60018553,17,1193.197533
65,80,145,3,3,15,30,4,5.253587872,27.60018553,15,1185.888257
66,79,145,3,3,16,29,6,5.253587872,27.60018553,13,1176.948818
67,78,145,3,3,17,28,4,5.253587872,27.60018553,11,1167.043984
54,92,146,3,4,4,10,9,5.265637428,27.72693752,38,1184.120648
55,91,146,3,4,5,9,2,5.265637428,27.72693752,36,1190.693729
56,90,146,3,4,6,8,9,5.265637428,27.72693752,34,1199.467278
57,89,146,3,4,7,7,2,5.265637428,27.72693752,32,1203.039825
58,88,146,3,4,8,6,9,5.265637428,27.72693752,30,1208.662183
59,87,146,3,4,9,5,2,5.265637428,27.72693752,28,1208.92745
60,86,146,3,4,10,4,9,5.265637428,27.72693752,26,1212.397534
61,85,146,3,4,11,3,2,5.265637428,27.72693752,24,1210.14363
62,84,146,3,4,12,2,9,5.265637428,27.72693752,22,1210.903283
63,83,146,3,4,13,1,2,5.265637428,27.72693752,20,1206.242174
64,82,146,3,4,14,0,9,5.265637428,27.72693752,18,1204.428051
65,81,146,3,3,15,31,2,5.265637428,27.72693752,16,1195.32352
66,80,146,3,3,16,30,9,5.265637428,27.72693752,14,1189.332469
67,79,146,3,3,17,29,2,5.265637428,27.72693752,12,1177.23342
68,78,146,3,3,18,28,9,5.265637428,27.72693752,10,1169.534854
55,92,147,3,4,5,10,4,5.277632088,27.85340046,37,1195.374747
56,91,147,3,4,6,9,6,5.277632088,27.85340046,35,1202.936354
57,90,147,3,4,7,8,4,5.277632088,27.85340046,33,1208.568379
58,89,147,3,4,8,7,6,5.277632088,27.85340046,31,1213.121528
59,88,147,3,4,9,6,4,5.277632088,27.85340046,29,1215.76938
60,87,147,3,4,10,5,6,5.277632088,27.85340046,27,1217.689729
61,86,147,3,4,11,4,4,5.277632088,27.85340046,25,1217.802566
62,85,147,3,4,12,3,6,5.277632088,27.85340046,23,1217.24429
63,84,147,3,4,13,2,4,5.277632088,27.85340046,21,1214.740512
64,83,147,3,4,14,1,6,5.277632088,27.85340046,19,1211.77048
65,82,147,3,4,15,0,4,5.277632088,27.85340046,17,1206.373875
66,81,147,3,3,16,31,6,5.277632088,27.85340046,15,1199.044896
67,80,147,3,3,17,30,4,5.277632088,27.85340046,13,1189.823601
68,79,147,3,3,18,29,6,5.277632088,27.85340046,11,1179.891972
69,78,147,3,3,19,28,4,5.277632088,27.85340046,9,1168.476217
55,93,148,3,4,5,11,2,5.289572473,27.97957694,38,1198.436941
56,92,148,3,4,6,10,9,5.289572473,27.97957694,36,1208.288546
57,91,148,3,4,7,9,2,5.289572473,27.97957694,34,1212.670042
58,90,148,3,4,8,8,9,5.289572473,27.97957694,32,1219.577365
59,89,148,3,4,9,7,2,5.289572473,27.97957694,30,1220.932053
60,88,148,3,4,10,6,9,5.289572473,27.97957694,28,1225.022314
61,87,148,3,4,11,5,2,5.289572473,27.97957694,26,1223.697788
62,86,148,3,4,12,4,9,5.289572473,27.97957694,24,1225.385625
63,85,148,3,4,13,3,2,5.289572473,27.97957694,22,1221.564694
64,84,148,3,4,14,2,9,5.289572473,27.97957694,20,1220.75429
65,83,148,3,4,15,1,2,5.289572473,27.97957694,18,1214.239464
66,82,148,3,4,16,0,9,5.289572473,27.97957694,16,1210.779564
67,81,148,3,3,17,31,2,5.289572473,27.97957694,14,1200.128996
68,80,148,3,3,18,30,9,5.289572473,27.97957694,12,1192.834475
69,79,148,3,3,19,29,2,5.289572473,27.97957694,10,1179.338163
56,93,149,3,4,6,11,6,5.301459192,28.10546957,37,1211.645576
58,91,149,3,4,8,9,6,5.301459192,28.10546957,33,1223.920181
59,90,149,3,4,9,8,4,5.301459192,28.10546957,31,1227.507296
60,89,149,3,4,10,7,6,5.301459192,28.10546957,29,1230.061111
61,88,149,3,4,11,6,4,5.301459192,28.10546957,27,1230.967627
62,87,149,3,4,12,5,6,5.301459192,28.10546957,25,1231.256777
63,86,149,3,4,13,4,4,5.301459192,28.10546957,23,1229.779844
64,85,149,3,4,14,3,6,5.301459192,28.10546957,21,1227.683354
65,84,149,3,4,15,2,4,5.301459192,28.10546957,19,1223.26248
66,83,149,3,4,16,1,6,5.301459192,28.10546957,17,1218.685483
67,82,149,3,4,17,0,4,5.301459192,28.10546957,15,1211.854995
68,81,149,3,3,18,31,6,5.301459192,28.10546957,13,1203.168414
56,94,150,3,4,6,12,9,5.313292846,28.23108087,38,1216.776075
57,93,150,3,4,7,11,2,5.313292846,28.23108087,36,1222.415085
58,92,150,3,4,8,10,9,5.313292846,28.23108087,34,1230.16845
59,91,150,3,4,9,9,2,5.313292846,28.23108087,32,1232.83974
60,90,150,3,4,10,8,9,5.313292846,28.23108087,30,1237.436835
61,89,150,3,4,11,7,2,5.313292846,28.23108087,28,1236.571875
62,88,150,3,4,12,6,9,5.313292846,28.23108087,26,1239.243525
63,87,150,3,4,13,5,2,5.313292846,28.23108087,24,1236.202215
64,86,150,3,4,14,4,9,5.313292846,28.23108087,22,1236.391545
65,85,150,3,4,15,3,2,5.313292846,28.23108087,20,1230.95094
66,84,150,3,4,16,2,9,5.313292846,28.23108087,18,1228.372425
67,83,150,3,4,17,1,2,5.313292846,28.23108087,16,1220.226345
68,82,150,3,4,18,0,9,5.313292846,28.23108087,14,1215.32943
58,93,151,3,4,8,11,6,5.325074022,28.35641334,35,1234.617963
59,92,151,3,4,9,10,4,5.325074022,28.35641334,33,1239.390242
60,91,151,3,4,10,9,6,5.325074022,28.35641334,31,1242.771389
61,90,151,3,4,11,8,4,5.325074022,28.35641334,29,1244.432117
62,89,151,3,4,12,7,6,5.325074022,28.35641334,27,1244.839999
63,88,151,3,4,13,6,4,5.325074022,28.35641334,25,1244.13427
64,87,151,3,4,14,5,6,5.325074022,28.35641334,23,1242.887735
65,86,151,3,4,15,4,4,5.325074022,28.35641334,21,1239.540019
66,85,151,3,4,16,3,6,5.325074022,28.35641334,19,1235.886514
67,84,151,3,4,17,2,4,5.325074022,28.35641334,17,1229.974532
68,83,151,3,4,18,1,6,5.325074022,28.35641334,15,1223.835717
69,82,151,3,4,19,0,4,5.325074022,28.35641334,13,1215.558698
59,93,152,3,4,9,11,2,5.336803297,28.48146944,34,1244.439945
60,92,152,3,4,10,10,9,5.336803297,28.48146944,32,1250.049186
61,91,152,3,4,11,9,2,5.336803297,28.48146944,30,1250.371654
62,90,152,3,4,12,8,9,5.336803297,28.48146944,28,1253.097804
63,89,152,3,4,13,7,2,5.336803297,28.48146944,26,1250.440981
64,88,152,3,4,14,6,9,5.336803297,28.48146944,24,1251.477438
65,87,152,3,4,15,5,2,5.336803297,28.48146944,22,1246.705094
66,86,152,3,4,16,4,9,5.336803297,28.48146944,20,1245.323399
67,85,152,3,4,17,3,2,5.336803297,28.48146944,18,1238.027734
68,84,152,3,4,18,2,9,5.336803297,28.48146944,16,1234.140972
69,83,152,3,4,19,1,2,5.336803297,28.48146944,14,1224.578682
70,82,152,3,4,20,0,9,5.336803297,28.48146944,12,1218.346439
59,94,153,3,4,9,12,4,5.348481241,28.60625159,35,1250.321676
60,93,153,3,4,10,11,6,5.348481241,28.60625159,33,1255.30123
61,92,153,3,4,11,10,4,5.348481241,28.60625159,31,1257.836501
62,91,153,3,4,12,9,6,5.348481241,28.60625159,29,1258.966207
63,90,153,3,4,13,8,4,5.348481241,28.60625159,27,1258.991268
64,89,153,3,4,14,7,6,5.348481241,28.60625159,25,1257.724398
65,88,153,3,4,15,6,4,5.348481241,28.60625159,23,1255.372711
66,87,153,3,4,16,5,6,5.348481241,28.60625159,21,1252.419964
67,86,153,3,4,17,4,4,5.348481241,28.60625159,19,1247.506492
68,85,153,3,4,18,3,6,5.348481241,28.60625159,17,1242.178756
69,84,153,3,4,19,2,4,5.348481241,28.60625159,15,1234.902336
71,82,153,3,4,21,0,4,5.348481241,28.60625159,11,1217.740495
59,95,154,3,4,9,13,2,5.360108411,28.73076218,36,1254.684108
60,94,154,3,4,10,12,9,5.360108411,28.73076218,34,1261.621761
61,93,154,3,4,11,11,2,5.360108411,28.73076218,32,1263.526418
62,92,154,3,4,12,10,9,5.360108411,28.73076218,30,1266.933037
63,91,154,3,4,13,9,2,5.360108411,28.73076218,28,1265.433492
64,90,154,3,4,14,8,9,5.360108411,28.73076218,26,1266.619138
65,89,154,3,4,15,7,2,5.360108411,28.73076218,24,1262.287134
66,88,154,3,4,16,6,9,5.360108411,28.73076218,22,1261.742097
67,87,154,3,4,17,5,2,5.360108411,28.73076218,20,1255.205105
68,86,154,3,4,18,4,9,5.360108411,28.73076218,18,1252.388353
69,85,154,3,4,19,3,2,5.360108411,28.73076218,16,1243.428186
70,84,154,3,4,20,2,9,5.360108411,28.73076218,14,1238.150791
59,96,155,3,4,9,14,4,5.371685355,28.85500355,37,1260.311169
60,95,155,3,4,10,13,6,5.371685355,28.85500355,35,1266.397275
61,94,155,3,4,11,12,4,5.371685355,28.85500355,33,1270.271144
62,93,155,3,4,12,11,6,5.371685355,28.85500355,31,1272.739999
63,92,155,3,4,13,10,4,5.371685355,28.85500355,29,1273.58478
64,91,155,3,4,14,9,6,5.371685355,28.85500355,27,1273.054386
65,90,155,3,4,15,8,4,5.371685355,28.85500355,25,1271.452182
66,89,155,3,4,16,7,6,5.371685355,28.85500355,23,1268.575335
67,88,155,3,4,17,6,4,5.371685355,28.85500355,21,1264.676853
68,87,155,3,4,18,5,6,5.371685355,28.85500355,19,1260.063882
69,86,155,3,4,19,4,4,5.371685355,28.85500355,17,1253.69828
70,85,155,3,4,20,3,6,5.371685355,28.85500355,15,1246.792627
71,84,155,3,4,21,2,4,5.371685355,28.85500355,13,1238.05272
59,97,156,3,4,9,15,2,5.383212612,28.97897803,38,1264.416457
60,96,156,3,4,10,14,9,5.383212612,28.97897803,36,1272.386934
61,95,156,3,4,11,13,2,5.383212612,28.97897803,34,1275.569303
62,94,156,3,4,12,12,9,5.383212612,28.97897803,32,1279.980842
63,93,156,3,4,13,11,2,5.383212612,28.97897803,30,1279.920595
64,92,156,3,4,14,10,9,5.383212612,28.97897803,28,1281.590747
65,91,156,3,4,15,9,2,5.383212612,28.97897803,26,1278.364074
66,90,156,3,4,16,8,9,5.383212612,28.97897803,24,1278.02011
67,89,156,3,4,17,7,2,5.383212612,28.97897803,22,1272.246768
68,88,156,3,4,18,6,9,5.383212612,28.97897803,20,1270.13771
69,87,156,3,4,19,5,2,5.383212612,28.97897803,18,1261.978099
70,86,156,3,4,20,4,9,5.383212612,28.97897803,16,1257.626869
71,85,156,3,4,21,3,2,5.383212612,28.97897803,14,1247.278531
72,84,156,3,4,22,2,9,5.383212612,28.97897803,12,1240.616146
59,98,157,3,4,9,16,4,5.394690712,29.10268788,39,1269.473269
60,97,157,3,4,10,15,6,5.394690712,29.10268788,37,1276.750235
61,96,157,3,4,11,14,4,5.394690712,29.10268788,35,1281.770891
62,95,157,3,4,12,13,6,5.394690712,29.10268788,33,1285.369079
63,94,157,3,4,13,12,4,5.394690712,29.10268788,31,1287.368208
64,93,157,3,4,14,11,6,5.394690712,29.10268788,29,1287.95063
65,92,157,3,4,15,10,4,5.394690712,29.10268788,27,1287.108231
66,91,157,3,4,16,9,6,5.394690712,29.10268788,25,1284.986706
67,90,157,3,4,17,8,4,5.394690712,29.10268788,23,1281.612556
68,89,157,3,4,18,7,6,5.394690712,29.10268788,21,1277.410985
69,88,157,3,4,19,6,4,5.394690712,29.10268788,19,1271.924275
70,87,157,3,4,20,5,6,5.394690712,29.10268788,17,1265.852551
71,86,157,3,4,21,4,4,5.394690712,29.10268788,15,1258.09011
73,84,157,3,4,23,2,4,5.394690712,29.10268788,11,1239.681546
60,98,158,3,4,10,16,9,5.406120176,29.22613535,38,1282.162558
61,97,158,3,4,11,15,2,5.406120176,29.22613535,36,1286.651228
62,96,158,3,4,12,14,9,5.406120176,29.22613535,34,1292.014585
63,95,158,3,4,13,13,2,5.406120176,29.22613535,32,1293.250856
64,94,158,3,4,14,12,9,5.406120176,29.22613535,30,1295.888018
65,93,158,3,4,15,11,2,5.406120176,29.22613535,28,1293.886585
66,92,158,3,4,16,10,9,5.406120176,29.22613535,26,1294.040508
67,91,158,3,4,17,9,2,5.406120176,29.22613535,24,1289.038402
68,90,158,3,4,18,8,9,5.406120176,29.22613535,22,1287.372466
69,89,158,3,4,19,7,2,5.406120176,29.22613535,20,1279.989505
70,88,158,3,4,20,6,9,5.406120176,29.22613535,18,1276.513584
71,87,158,3,4,21,5,2,5.406120176,29.22613535,16,1266.933823
72,86,158,3,4,22,4,9,5.406120176,29.22613535,14,1261.041671
60,99,159,3,4,10,17,6,5.417501515,29.34932266,39,1286.122762
61,98,159,3,4,11,16,4,5.417501515,29.34932266,37,1292.170756
62,97,159,3,4,12,15,6,5.417501515,29.34932266,35,1297.041912
63,96,159,3,4,13,14,4,5.417501515,29.34932266,33,1300.095093
64,95,159,3,4,14,13,6,5.417501515,29.34932266,31,1301.831214
65,94,159,3,4,15,12,4,5.417501515,29.34932266,29,1302.019598
66,93,159,3,4,16,11,6,5.417501515,29.34932266,27,1300.871888
67,92,159,3,4,17,10,4,5.417501515,29.34932266,25,1298.251949
68,91,159,3,4,18,9,6,5.417501515,29.34932266,23,1294.701098
69,90,159,3,4,19,8,4,5.417501515,29.34932266,21,1289.928029
70,89,159,3,4,20,7,6,5.417501515,29.34932266,19,1284.408805
71,88,159,3,4,21,6,4,5.417501515,29.34932266,17,1277.501543
72,87,159,3,4,22,5,6,5.417501515,29.34932266,15,1269.863199
73,86,159,3,4,23,4,4,5.417501515,29.34932266,13,1260.667402
60,100,160,3,4,10,18,9,5.428835233,29.47225199,40,1291.194592
61,99,160,3,4,11,17,2,5.428835233,29.47225199,38,1296.582368
62,98,160,3,4,12,16,9,5.428835233,29.47225199,36,1303.138544
63,97,160,3,4,13,15,2,5.428835233,29.47225199,34,1305.61648
64,96,160,3,4,14,14,9,5.428835233,29.47225199,32,1309.282736
65,95,160,3,4,15,13,2,5.428835233,29.47225199,30,1308.394816
66,94,160,3,4,16,12,9,5.428835233,29.47225199,28,1309.448416
67,93,160,3,4,17,11,2,5.428835233,29.47225199,26,1305.376064
68,92,160,3,4,18,10,9,5.428835233,29.47225199,24,1304.275472
69,91,160,3,4,19,9,2,5.428835233,29.47225199,22,1297.729984
70,90,160,3,4,20,8,9,5.428835233,29.47225199,20,1294.809824
71,89,160,3,4,21,7,2,5.428835233,29.47225199,18,1286.134192
72,88,160,3,4,22,6,9,5.428835233,29.47225199,16,1281.020656
73,87,160,3,4,23,5,2,5.428835233,29.47225199,14,1270.123264
74,86,160,3,4,24,4,9,5.428835233,29.47225199,12,1262.846288
61,100,161,3,4,11,18,4,5.440121825,29.59492548,39,1301.84563
62,99,161,3,4,12,17,6,5.440121825,29.59492548,37,1307.64873
63,98,161,3,4,13,16,4,5.440121825,29.59492548,35,1311.985941
64,97,161,3,4,14,15,6,5.440121825,29.59492548,33,1314.918137
65,96,161,3,4,15,14,4,5.440121825,29.59492548,31,1316.091425
66,95,161,3,4,16,13,6,5.440121825,29.59492548,29,1315.902797
67,94,161,3,4,17,12,4,5.440121825,29.59492548,27,1314.261257
68,93,161,3,4,18,11,6,5.440121825,29.59492548,25,1311.483911
69,92,161,3,4,19,10,4,5.440121825,29.59492548,23,1307.398987
70,91,161,3,4,20,9,6,5.440121825,29.59492548,21,1302.552162
71,90,161,3,4,21,8,4,5.440121825,29.59492548,19,1296.497918
72,89,161,3,4,22,7,6,5.440121825,29.59492548,17,1289.469045
73,88,161,3,4,23,6,4,5.440121825,29.59492548,15,1281.14945
75,86,161,3,4,25,4,4,5.440121825,29.59492548,11,1261.649001
62,100,162,3,4,12,18,9,5.451361778,29.71734524,38,1313.427069
63,99,162,3,4,13,17,2,5.451361778,29.71734524,36,1316.988607
64,98,162,3,4,14,16,9,5.451361778,29.71734524,34,1321.764043
65,97,162,3,4,15,15,2,5.451361778,29.71734524,32,1322.580523
66,96,162,3,4,16,14,9,5.451361778,29.71734524,30,1324.099791
67,95,162,3,4,17,13,2,5.451361778,29.71734524,28,1321.176841
68,94,162,3,4,18,12,9,5.451361778,29.71734524,26,1320.688136
69,93,162,3,4,19,11,2,5.451361778,29.71734524,24,1315.049062
70,92,162,3,4,20,10,9,5.451361778,29.71734524,22,1312.610395
71,91,162,3,4,21,9,2,5.451361778,29.71734524,20,1304.838655
72,90,162,3,4,22,8,9,5.451361778,29.71734524,18,1300.39297
73,89,162,3,4,23,7,2,5.451361778,29.71734524,16,1290.223598
74,88,162,3,4,24,6,9,5.451361778,29.71734524,14,1283.659067
62,101,163,3,4,12,19,6,5.462555571,29.83951337,39,1317.718944
63,100,163,3,4,13,18,4,5.462555571,29.83951337,37,1322.910804
64,99,163,3,4,14,17,6,5.462555571,29.83951337,35,1326.943228
65,98,163,3,4,15,16,4,5.462555571,29.83951337,33,1329.368049
66,97,163,3,4,16,15,6,5.462555571,29.83951337,31,1330.370792
67,96,163,3,4,17,14,4,5.462555571,29.83951337,29,1329.585621
68,95,163,3,4,18,13,6,5.462555571,29.83951337,27,1327.592669
69,94,163,3,4,19,12,4,5.462555571,29.83951337,25,1324.371316
70,93,163,3,4,20,11,6,5.462555571,29.83951337,23,1320.154425
71,92,163,3,4,21,10,4,5.462555571,29.83951337,21,1314.869622
72,91,163,3,4,22,9,6,5.462555571,29.83951337,19,1308.565174
73,90,163,3,4,23,8,4,5.462555571,29.83951337,17,1301.048152
74,89,163,3,4,24,7,6,5.462555571,29.83951337,15,1292.639601
75,88,163,3,4,25,6,4,5.462555571,29.83951337,13,1282.951077
62,102,164,3,4,12,20,9,5.473703675,29.96143192,40,1323.115969
63,101,164,3,4,13,19,2,5.473703675,29.96143192,38,1327.64045
64,100,164,3,4,14,18,9,5.473703675,29.96143192,36,1333.319639
65,99,164,3,4,15,17,2,5.473703675,29.96143192,34,1334.948586
66,98,164,3,4,16,16,9,5.473703675,29.96143192,32,1338.028916
67,97,164,3,4,17,15,2,5.473703675,29.96143192,30,1336.259438
68,96,164,3,4,18,14,9,5.473703675,29.96143192,28,1336.439132
69,95,164,3,4,19,13,2,5.473703675,29.96143192,26,1331.623158
70,94,164,3,4,20,12,9,5.473703675,29.96143192,24,1329.944044
71,93,164,3,4,21,11,2,5.473703675,29.96143192,22,1322.791905
72,92,164,3,4,22,10,9,5.473703675,29.96143192,20,1319.185529
73,91,164,3,4,23,9,2,5.473703675,29.96143192,18,1309.867639
74,90,164,3,4,24,8,9,5.473703675,29.96143192,16,1304.038046
75,89,164,3,4,25,7,2,5.473703675,29.96143192,14,1292.492577
76,88,164,3,4,26,6,9,5.473703675,29.96143192,12,1284.662512
63,102,165,3,4,13,20,4,5.484806552,30.08310292,39,1333.208729
64,101,165,3,4,14,19,6,5.484806552,30.08310292,37,1338.223062
65,100,165,3,4,15,18,4,5.484806552,30.08310292,35,1341.503774
66,99,165,3,4,16,17,6,5.484806552,30.08310292,33,1343.74487
67,98,165,3,4,17,16,4,5.484806552,30.08310292,31,1344.248252
68,97,165,3,4,18,15,6,5.484806552,30.08310292,29,1343.089242
69,96,165,3,4,19,14,4,5.484806552,30.08310292,27,1340.715569
70,95,165,3,4,20,13,6,5.484806552,30.08310292,25,1337.298584
71,94,165,3,4,21,12,4,5.484806552,30.08310292,23,1332.66309
72,93,165,3,4,22,11,6,5.484806552,30.08310292,21,1327.074012
73,92,165,3,4,23,10,4,5.484806552,30.08310292,19,1320.504026
74,91,165,3,4,24,9,6,5.484806552,30.08310292,17,1312.735116
75,90,165,3,4,25,8,4,5.484806552,30.08310292,15,1303.750817
64,102,166,3,4,14,20,9,5.49586466,30.20452836,38,1344.139516
65,101,166,3,4,15,19,2,5.49586466,30.20452836,36,1346.795018
66,100,166,3,4,16,18,9,5.49586466,30.20452836,34,1350.788364
67,99,166,3,4,17,17,2,5.49586466,30.20452836,32,1350.491888
68,98,166,3,4,18,16,9,5.49586466,30.20452836,30,1351.563351
69,97,166,3,4,19,15,2,5.49586466,30.20452836,28,1347.743326
70,96,166,3,4,20,14,9,5.49586466,30.20452836,26,1346.668211
71,95,166,3,4,21,13,2,5.49586466,30.20452836,24,1340.31315
72,94,166,3,4,22,12,9,5.49586466,30.20452836,22,1337.368808
73,93,166,3,4,23,11,2,5.49586466,30.20452836,20,1328.825252
74,92,166,3,4,24,10,9,5.49586466,30.20452836,18,1323.832587
75,91,166,3,4,25,9,2,5.49586466,30.20452836,16,1313.000107
76,90,166,3,4,26,8,9,5.49586466,30.20452836,14,1305.811959
64,103,167,3,4,14,21,6,5.506878446,30.32571022,39,1348.615648
65,102,167,3,4,15,20,4,5.506878446,30.32571022,37,1352.940647
66,101,167,3,4,16,19,6,5.506878446,30.32571022,35,1356.186659
67,100,167,3,4,17,18,4,5.506878446,30.32571022,33,1357.772324
68,99,167,3,4,18,17,6,5.506878446,30.32571022,31,1357.999778
69,98,167,3,4,19,16,4,5.506878446,30.32571022,29,1356.471294
70,97,167,3,4,20,15,6,5.506878446,30.32571022,27,1353.735734
71,96,167,3,4,21,14,4,5.506878446,30.32571022,25,1349.889757
72,95,167,3,4,22,13,6,5.506878446,30.32571022,23,1345.048895
73,94,167,3,4,23,12,4,5.506878446,30.32571022,21,1339.149854
74,93,167,3,4,24,11,6,5.506878446,30.32571022,19,1332.109652
76,91,167,3,4,26,9,6,5.506878446,30.32571022,15,1314.950602
77,90,167,3,4,27,8,4,5.506878446,30.32571022,13,1304.741842
65,103,168,3,4,15,21,2,5.517848353,30.44665044,38,1357.910064
66,102,168,3,4,16,20,9,5.517848353,30.44665044,36,1362.904922
67,101,168,3,4,17,19,2,5.517848353,30.44665044,34,1363.623425
68,100,168,3,4,18,18,9,5.517848353,30.44665044,32,1365.77107
69,99,168,3,4,19,17,2,5.517848353,30.44665044,30,1363.311869
70,98,168,3,4,20,16,9,5.517848353,30.44665044,28,1362.797016
71,97,168,3,4,21,15,2,5.517848353,30.44665044,26,1357.507637
72,96,168,3,4,22,14,9,5.517848353,30.44665044,24,1355.013005
73,95,168,3,4,23,13,2,5.517848353,30.44665044,22,1347.264022
74,94,168,3,4,24,12,9,5.517848353,30.44665044,20,1342.980694
75,93,168,3,4,25,11,2,5.517848353,30.44665044,18,1333.100294
76,92,168,3,4,26,10,9,5.517848353,30.44665044,16,1326.518054
77,91,168,3,4,27,9,2,5.517848353,30.44665044,14,1314.406951
78,90,168,3,4,28,8,9,5.517848353,30.44665044,12,1305.968446
67,102,169,3,4,17,20,4,5.528774814,30.56735094,35,1370.431512
68,101,169,3,4,18,19,6,5.528774814,30.56735094,33,1371.774318
69,100,169,3,4,19,18,4,5.528774814,30.56735094,31,1371.345464
70,99,169,3,4,20,17,6,5.528774814,30.56735094,29,1369.663981
71,98,169,3,4,21,16,4,5.528774814,30.56735094,27,1366.588638
72,97,169,3,4,22,15,6,5.528774814,30.56735094,25,1362.440668
73,96,169,3,4,23,14,4,5.528774814,30.56735094,23,1357.231851
74,95,169,3,4,24,13,6,5.528774814,30.56735094,21,1351.076939
75,94,169,3,4,25,12,4,5.528774814,30.56735094,19,1343.785975
76,93,169,3,4,26,11,6,5.528774814,30.56735094,17,1335.317368
77,92,169,3,4,27,10,4,5.528774814,30.56735094,15,1325.905454
67,103,170,3,4,17,21,2,5.539658257,30.6878136,36,1375.944334
68,102,170,3,4,18,20,9,5.539658257,30.6878136,34,1379.031993
69,101,170,3,4,19,19,2,5.539658257,30.6878136,32,1377.937448
70,100,170,3,4,20,18,9,5.539658257,30.6878136,30,1378.123717
71,99,170,3,4,21,17,2,5.539658257,30.6878136,28,1373.883662
72,98,170,3,4,22,16,9,5.539658257,30.6878136,26,1372.048954
73,97,170,3,4,23,15,2,5.539658257,30.6878136,24,1365.150405
74,96,170,3,4,24,14,9,5.539658257,30.6878136,22,1361.521194
75,95,170,3,4,25,13,2,5.539658257,30.6878136,20,1352.35204
76,94,170,3,4,26,12,9,5.539658257,30.6878136,18,1346.591386
78,92,170,3,4,28,10,9,5.539658257,30.6878136,14,1327.400205
68,103,171,3,4,18,21,6,5.550499103,30.80804029,35,1384.713608
69,102,171,3,4,19,20,4,5.550499103,30.80804029,33,1385.42372
70,101,171,3,4,20,19,6,5.550499103,30.80804029,31,1384.737925
